column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
3,4,83,55,3,0,3,0,1,0,2,3,1,1,0,4,0,4,1,0
4,6,87,80,9,0,0,4,1,0,1,1,4,2,0,0,2,1,4,2
4,2,11,92,6,4,1,0,3,0,1,0,0,0,2,1,0,3,0,1
77,3,92,43,7,0,2,2,0,3,0,1,1,0,0,3,0,4,0,0
4,2,34,50,8,3,1,1,3,0,3,0,4,2,2,2,0,2,4,1
68,1,6,0,16,2,3,1,1,2,4,2,2,0,0,3,2,0,1,2
41,4,89,60,10,4,1,1,0,2,1,0,0,2,2,0,4,1,0,2
74,5,35,90,18,0,0,0,3,2,5,3,0,0,0,4,0,1,4,0
9,5,12,57,9,2,1,4,3,2,1,2,1,2,0,0,0,1,1,2
44,2,80,89,5,4,3,2,1,1,3,1,3,1,2,2,0,4,0,1
27,5,16,1,1,4,1,1,3,1,2,0,0,2,0,4,0,1,0,0
6,1,82,11,3,3,0,4,0,0,4,1,4,3,3,3,4,2,4,1
22,6,44,4,6,1,1,3,3,0,0,0,1,2,0,0,0,1,0,2
86,3,58,73,11,4,0,3,3,2,2,0,0,1,1,4,3,1,1,2
31,3,64,61,12,4,2,4,0,0,1,0,3,1,0,1,0,3,2,0
67,0,68,79,10,2,3,4,1,0,5,2,1,4,4,1,0,4,0,0
7,3,22,51,8,0,0,3,3,1,4,0,4,1,4,0,3,1,4,1
49,5,53,62,0,1,3,4,0,4,0,0,0,0,3,2,3,4,0,2
99,5,42,65,8,1,3,0,3,4,3,3,2,2,1,2,1,4,3,1
69,0,80,89,4,4,3,3,1,0,3,1,0,3,4,2,1,0,0,1
66,3,90,8,10,4,1,4,0,1,0,0,0,4,1,1,1,1,0,0
28,0,41,25,2,4,2,1,3,0,3,4,1,4,1,1,1,3,2,2
96,1,32,53,18,3,2,4,0,0,1,3,4,0,4,2,0,3,3,3
89,0,89,60,0,4,0,4,1,0,0,0,0,4,2,1,0,2,1,1
36,2,66,56,18,0,0,1,0,4,3,2,1,0,2,0,1,2,1,3
5,0,98,28,0,1,3,0,1,4,0,0,0,3,0,2,1,4,1,3
56,6,74,91,0,1,3,0,1,1,5,0,2,2,0,1,3,0,1,2
32,4,4,95,15,0,0,0,0,4,1,0,2,1,2,2,2,2,0,2
39,5,73,3,19,0,1,3,2,0,3,4,4,0,3,2,1,3,0,2
63,4,46,16,13,2,3,2,2,0,1,4,0,3,2,0,2,4,0,3
69,0,39,37,1,1,2,2,1,4,3,1,1,0,1,2,1,0,1,3
37,1,40,78,9,0,0,3,3,0,0,2,3,4,4,1,0,0,0,2
86,3,63,93,7,3,1,0,3,0,0,1,0,3,1,1,0,3,1,1
41,4,65,82,6,0,0,0,1,0,2,2,0,3,2,4,3,0,0,1
2,6,91,20,9,4,3,0,1,0,2,4,1,2,1,4,3,4,0,3
81,4,93,97,0,0,0,4,2,0,0,4,0,2,4,2,1,2,4,4
22,6,44,4,9,4,3,3,3,0,1,4,1,2,0,2,0,4,0,2
75,1,99,9,0,3,1,0,2,2,0,0,0,0,0,3,3,2,0,1
58,4,51,1,15,0,0,0,0,0,5,2,1,3,2,4,0,0,4,3
39,5,24,94,16,2,3,3,0,0,4,2,2,0,0,3,0,0,1,0
23,1,42,65,5,0,2,0,1,0,2,3,2,3,0,0,3,3,3,0
40,6,66,56,0,0,0,1,1,1,2,2,1,2,0,1,0,0,4,2
40,6,14,45,12,3,2,2,3,0,4,0,3,0,1,3,1,3,4,2
