column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
99,4,17,36,3,8,2,2,1,0,0,3,0,2,3,0,1,4,0,4
55,2,19,13,0,8,3,2,1,0,2,1,0,1,2,1,3,0,3,2
69,2,31,17,1,3,2,3,1,2,0,4,1,1,4,0,1,4,0,3
27,4,6,3,0,7,0,2,2,2,0,0,0,0,3,3,0,4,0,2
74,0,39,11,3,0,0,2,1,0,0,2,1,0,2,0,4,0,0,2
36,4,15,26,3,2,1,2,3,1,1,1,1,2,3,3,0,1,0,2
55,2,0,38,3,1,1,2,1,2,1,2,4,2,4,4,1,3,0,2
45,6,28,39,0,7,0,3,1,2,0,0,3,0,0,3,1,0,1,2
53,1,20,37,4,5,1,1,2,2,2,2,4,0,1,4,1,0,3,3
2,6,1,23,4,7,2,2,0,0,2,0,4,0,0,0,1,1,3,1
29,1,44,20,3,7,1,3,0,0,1,2,2,0,1,3,1,0,0,2
56,3,10,30,0,8,3,2,1,1,2,1,0,4,1,1,3,1,1,3
10,0,23,9,2,5,0,0,1,0,2,0,0,0,2,3,4,0,1,3
52,0,5,5,2,8,3,3,2,0,2,2,2,4,4,1,0,1,3,2
13,5,32,14,3,0,0,2,1,2,1,1,2,4,1,3,1,2,2,0
74,0,2,29,2,8,3,2,2,1,2,0,2,3,2,0,3,1,0,0
17,4,28,39,2,8,3,2,1,2,1,2,3,2,3,1,0,2,1,0
15,3,35,10,2,9,2,0,0,2,1,1,0,4,1,1,0,0,3,0
92,4,34,48,0,5,1,2,2,2,0,4,3,1,3,4,0,4,0,2
67,1,35,10,3,8,2,2,0,0,0,3,0,2,1,4,1,4,0,2
65,2,47,42,4,7,0,2,3,2,1,0,4,1,4,4,4,2,1,0
78,2,47,42,0,3,2,2,3,0,0,0,4,0,4,1,0,0,1,0
19,5,8,34,0,1,1,3,3,0,2,3,2,1,1,0,1,1,3,1
89,1,13,18,0,7,0,1,3,0,2,0,1,2,0,3,0,2,0,2
77,1,45,7,4,8,1,2,1,0,1,4,0,4,0,4,0,2,0,3
52,0,19,13,0,5,3,2,3,2,2,3,0,4,0,1,3,1,1,0
85,0,32,14,3,1,1,2,2,0,1,1,2,1,2,4,1,2,0,0
44,2,31,17,3,4,3,0,0,0,2,4,1,3,0,0,0,0,2,1
43,1,32,14,4,8,1,2,1,2,1,0,1,3,1,4,0,0,0,3
37,0,17,36,2,8,3,1,3,0,2,0,1,3,2,1,3,1,3,1
34,3,8,34,1,8,1,1,0,1,2,3,0,4,1,0,0,0,1,1
