column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
28,2,593,387,14,6,0,1,2,4,1,1,1,1,0,1,2,0,2,3
456,2,401,542,7,0,4,8,7,4,6,4,3,1,2,1,3,4,4,0
84,1,59,88,27,2,6,4,8,4,4,0,2,2,1,0,1,1,1,3
95,4,5,415,0,12,0,0,7,3,6,2,2,0,1,1,3,4,4,0
414,0,527,530,16,13,3,10,0,3,4,4,0,1,4,4,0,2,1,3
120,5,326,269,15,14,2,8,4,0,1,4,0,1,2,1,1,0,0,2
176,2,473,2,27,4,0,1,9,3,1,4,1,0,2,3,0,1,1,4
639,2,13,239,9,4,6,8,1,4,4,1,1,0,3,4,0,2,4,4
556,1,339,256,0,13,2,2,4,3,1,0,2,1,1,2,4,1,0,4
29,1,552,166,15,10,6,10,3,0,4,2,4,0,1,4,0,1,3,1
792,5,543,14,19,7,1,3,9,1,1,4,1,4,2,3,3,0,4,2
380,4,542,587,1,15,0,0,9,2,2,1,2,0,3,1,1,4,0,2
796,3,333,293,12,4,6,4,8,4,4,4,2,4,0,0,0,1,0,1
478,0,258,192,10,3,4,8,3,3,4,3,0,0,3,2,2,1,0,4
236,5,58,367,14,0,5,2,1,0,5,3,1,3,0,1,0,1,2,1
731,0,186,305,4,3,5,3,8,4,2,0,2,1,0,1,0,4,2,4
205,4,34,3,1,0,0,9,0,2,6,1,2,1,4,1,1,0,0,3
544,5,541,0,9,1,3,3,4,0,2,4,0,0,1,0,3,0,2,3
746,2,446,578,2,4,3,4,1,3,4,0,1,4,1,3,0,2,2,3
766,1,534,400,2,5,0,4,8,4,4,0,2,2,0,1,1,1,0,0
355,4,186,305,0,17,4,4,6,2,5,2,0,4,1,4,1,2,0,2
384,5,93,457,14,19,5,6,8,5,6,4,0,2,1,2,4,0,1,1
389,6,374,247,5,14,5,6,4,4,0,3,0,1,2,1,2,1,4,1
598,3,100,365,29,7,1,3,9,2,1,0,1,4,4,0,3,1,0,3
154,5,77,151,4,0,2,9,2,3,5,4,0,2,3,2,4,2,0,3
277,1,522,65,29,3,5,4,3,0,2,2,4,0,0,1,3,0,1,0
664,2,117,34,0,19,5,7,9,5,4,4,1,0,2,0,2,2,2,0
250,5,90,447,13,19,5,8,3,0,6,4,1,1,3,1,2,4,4,2
191,6,563,199,10,14,5,4,2,4,4,0,0,2,2,0,4,1,0,3
682,4,405,522,0,7,6,1,2,3,3,0,4,0,1,0,3,2,0,0
745,6,105,74,26,2,0,4,9,3,3,3,0,0,4,1,0,2,0,4
704,1,50,378,27,19,4,2,0,2,3,0,4,1,1,4,2,1,1,3
752,0,249,472,6,6,3,1,8,1,6,0,4,1,0,3,0,4,0,2
83,5,253,325,15,5,0,4,4,2,5,4,1,1,1,1,2,2,0,0
28,2,344,0,27,13,1,1,9,0,3,4,1,3,0,3,3,2,3,2
267,0,377,171,13,1,4,7,9,0,2,4,4,3,2,3,0,4,3,3
173,4,398,482,21,2,3,8,3,5,3,1,2,1,4,4,0,2,0,4
795,6,155,402,27,1,1,2,9,3,0,3,1,0,1,4,4,3,4,3
789,5,223,462,5,17,1,1,5,2,0,4,1,0,1,3,3,1,2,1
609,3,360,566,4,5,4,6,9,1,5,0,3,2,4,4,2,3,0,3
709,5,431,5,4,4,3,5,3,4,3,3,0,0,0,3,4,2,3,2
251,4,587,196,25,16,4,2,3,1,1,1,2,1,3,4,2,1,1,2
77,0,256,520,25,19,0,4,7,5,1,0,0,4,2,1,1,1,0,0
433,2,380,0,8,4,4,9,9,4,2,4,3,1,2,4,2,0,2,1
346,1,588,329,13,16,2,8,7,5,2,0,2,0,4,2,1,4,3,3
481,6,160,560,15,16,6,4,8,2,5,0,1,3,1,4,0,1,2,0
161,6,575,342,0,19,5,6,9,5,0,3,1,1,1,0,2,1,2,1
649,5,27,41,24,12,2,5,7,3,5,4,1,1,3,2,4,2,0,3
417,6,27,41,26,0,4,3,9,3,4,3,2,2,0,2,2,1,2,3
660,5,365,82,17,0,1,4,5,5,4,4,0,1,1,2,3,1,2,2
734,5,436,107,4,5,4,4,1,4,5,4,0,0,4,4,2,3,0,3
484,1,112,28,6,16,5,9,9,0,5,0,0,0,1,0,3,2,0,1
551,0,506,589,21,5,4,4,1,4,5,0,1,1,2,4,2,2,0,0
136,5,17,343,20,11,0,8,3,5,3,0,0,3,4,4,1,2,0,2
496,1,20,570,15,0,0,5,7,0,2,2,4,1,0,3,1,4,2,2
517,4,318,60,27,0,2,4,8,2,5,1,2,1,1,0,1,4,3,3
361,0,56,527,15,14,2,8,8,3,3,4,0,3,0,0,1,2,3,0
396,5,539,121,23,17,0,7,4,0,1,4,1,0,3,1,3,1,2,2
350,6,439,557,21,5,0,4,5,4,3,1,0,2,1,2,0,2,0,0
401,0,244,191,15,0,6,6,9,5,2,0,1,4,1,0,0,0,3,2
406,6,468,234,17,6,1,3,5,2,2,0,1,2,1,3,3,4,2,3
750,5,175,598,20,17,0,8,9,0,3,4,1,3,4,0,1,2,0,3
238,0,298,38,16,13,3,7,9,4,1,0,0,1,2,1,3,0,0,1
684,5,574,2,8,8,2,1,8,2,0,4,0,0,3,4,4,1,2,1
794,0,590,577,23,15,6,2,9,0,6,4,0,0,4,0,0,0,4,2
54,1,380,596,18,3,5,4,8,4,4,2,2,4,2,0,3,1,2,1
787,1,427,35,15,16,6,5,2,4,6,2,2,2,1,4,2,4,0,3
544,3,395,118,16,3,1,4,9,5,1,3,3,0,4,3,4,0,0,0
712,0,288,255,0,8,4,8,6,0,1,4,0,0,3,4,1,1,0,2
480,2,402,246,4,14,1,1,9,0,3,0,1,0,4,1,3,0,3,1
33,3,421,0,4,0,2,10,9,4,0,3,3,0,4,2,1,1,0,2
208,2,223,462,2,13,4,4,1,0,2,4,1,0,3,1,2,3,2,1
351,1,98,405,4,2,6,6,7,5,1,2,0,0,3,4,0,1,2,3
375,5,264,21,26,3,3,1,4,5,2,4,0,0,0,0,4,4,2,2
655,1,230,315,28,12,4,5,6,2,4,2,2,1,2,1,2,0,2,2
120,5,117,34,15,5,0,2,9,4,0,4,1,0,2,1,3,3,3,3
222,5,542,587,29,14,4,8,5,4,5,3,1,1,0,3,3,3,0,2
362,2,287,311,12,16,0,1,7,3,3,4,0,0,0,0,1,0,3,3
