column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
37,2,94,79,0,2,1,0,2,2,1,2,1,1,0,1,0,2,2,4
63,4,14,58,0,4,1,3,0,1,0,3,1,4,3,0,3,2,2,1
25,2,76,91,0,2,1,3,3,2,0,1,0,0,0,4,2,2,0,2
25,2,62,84,9,4,2,2,0,2,2,3,1,0,2,1,2,0,4,3
53,3,67,18,0,1,2,1,2,0,1,4,1,1,0,2,1,0,3,2
27,4,16,63,12,2,3,3,2,3,4,3,3,0,0,0,4,0,1,4
91,3,87,2,19,1,1,2,3,3,4,4,2,3,3,0,1,2,2,1
31,4,9,22,14,0,3,3,0,2,3,2,0,1,2,0,3,0,0,4
7,4,39,64,16,2,3,1,1,1,0,3,1,3,0,4,1,4,1,0
97,3,56,95,11,3,1,3,3,2,0,1,1,4,0,4,0,1,1,0
31,4,10,86,19,4,2,4,3,3,5,0,3,3,3,0,2,0,3,0
94,2,66,94,7,4,1,1,2,3,1,1,2,0,4,2,1,3,2,0
40,0,51,5,2,0,3,1,1,1,0,2,4,1,2,0,3,4,0,3
96,1,86,77,16,1,2,2,0,0,4,0,0,0,1,3,0,2,3,4
55,2,46,34,7,2,0,1,2,2,3,1,1,2,2,1,3,4,2,0
79,2,93,20,15,0,3,4,3,2,1,1,1,0,1,2,1,4,1,2
89,4,95,10,12,2,3,3,0,1,0,3,1,1,1,4,2,4,0,0
88,2,19,0,17,3,3,4,0,1,3,1,1,0,4,1,3,4,3,2
9,1,46,34,2,2,3,0,0,3,0,0,0,1,3,4,0,4,0,3
26,1,39,64,9,3,1,3,0,3,4,0,0,2,2,0,4,2,0,0
87,0,80,51,0,2,1,4,0,4,0,2,3,1,4,4,2,1,2,1
46,0,51,5,6,3,2,1,0,3,0,2,2,1,2,3,2,2,3,3
44,0,81,44,10,4,3,0,0,1,2,2,4,1,4,0,2,0,0,0
28,0,28,87,16,3,0,3,2,3,4,2,4,1,0,0,4,1,4,4
50,0,61,85,2,3,1,0,3,1,2,2,4,2,1,0,0,2,1,2
65,3,9,22,6,3,2,2,3,3,4,4,1,0,0,0,0,2,0,2
93,1,16,63,5,3,0,4,1,1,4,4,1,0,4,0,4,3,2,4
18,0,79,60,13,2,2,1,2,1,0,2,4,1,1,3,2,2,1,2
52,4,22,4,8,4,3,4,2,0,4,3,3,4,1,3,0,4,0,2
62,2,28,87,1,4,1,2,3,1,0,1,1,1,0,3,2,2,1,0
84,2,42,54,2,1,2,1,3,2,0,1,2,3,0,0,3,2,3,2
30,1,17,13,7,0,1,3,0,1,0,0,0,3,0,4,3,2,2,3
32,0,7,11,9,4,2,1,2,3,1,1,4,0,0,2,1,2,3,0
27,4,11,2,0,0,3,2,0,3,0,0,3,0,0,0,2,4,0,2
99,2,25,33,12,4,0,2,0,1,3,1,0,1,0,2,3,3,3,3
50,0,5,32,17,3,3,3,2,0,4,0,4,2,4,3,0,3,0,0
62,2,8,68,11,1,0,4,0,1,3,1,4,0,1,1,3,3,1,4
95,4,52,24,3,4,0,4,1,3,3,1,3,0,0,0,0,3,2,4
86,3,84,16,13,3,1,4,1,2,1,4,1,0,0,1,1,3,1,1
