column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
31,3,71,35,0,1,0,2,2,3,3,4,3,2,2,0,2,0,2,1
75,4,49,87,6,2,4,4,0,2,5,4,0,4,0,4,4,0,1,3
53,3,1,39,5,2,0,5,4,2,6,0,4,2,2,2,2,0,3,0
56,1,75,63,7,5,0,3,2,0,4,0,2,3,1,0,2,0,1,4
157,4,99,0,5,2,0,5,1,0,4,0,3,4,0,0,1,3,0,4
179,2,22,34,2,4,0,3,0,3,0,0,1,4,3,1,2,1,1,4
195,0,26,81,8,9,1,3,4,1,3,3,3,0,0,1,0,2,0,4
152,5,32,36,7,8,3,2,0,3,5,2,1,2,0,3,2,4,1,1
45,5,47,24,8,6,0,5,0,2,2,0,3,3,0,0,2,4,2,2
31,3,92,56,6,1,1,5,2,3,5,0,0,0,2,0,4,0,0,4
157,4,71,35,1,1,4,5,0,3,5,0,0,0,2,4,0,4,0,2
13,4,16,62,2,9,4,2,4,0,0,0,0,4,3,4,0,0,0,4
146,3,76,13,3,3,2,3,1,2,6,0,2,0,0,2,3,1,0,3
41,4,47,24,6,0,3,2,3,2,4,0,4,4,0,3,4,2,1,3
52,2,19,3,9,9,4,2,0,3,5,1,1,2,3,4,4,1,1,2
90,0,47,24,9,2,0,3,3,1,0,0,4,1,1,0,2,4,4,2
176,1,75,63,0,1,0,0,0,3,6,0,0,1,3,2,2,3,0,0
164,4,79,47,6,1,1,0,0,1,3,1,1,4,0,2,1,0,1,3
64,3,2,4,6,9,4,5,1,1,0,3,1,2,4,4,3,0,1,0
171,2,87,27,4,1,4,0,1,3,6,1,3,1,3,4,1,2,2,3
24,0,16,0,6,8,0,0,1,3,6,0,3,1,1,1,2,0,2,3
159,6,37,40,1,9,5,2,1,0,6,0,0,0,1,0,0,0,0,0
66,6,33,42,6,0,3,0,4,3,0,4,4,4,0,1,3,4,4,3
45,5,6,89,7,5,0,1,0,3,6,2,0,3,2,0,4,2,2,4
118,2,89,10,4,5,1,2,0,0,4,2,1,0,0,0,1,3,1,2
163,0,61,0,8,1,0,2,2,2,0,0,3,1,4,3,1,4,4,4
147,1,66,68,3,0,3,2,1,2,3,1,1,3,1,0,4,2,1,0
69,5,76,13,7,4,2,5,0,3,5,0,0,2,4,2,3,0,0,0
4,4,36,91,7,0,3,2,2,3,3,1,1,4,3,3,3,4,0,0
62,6,3,1,4,0,3,4,2,2,4,0,1,1,0,0,3,3,1,4
86,3,2,4,0,9,0,2,1,3,0,0,4,2,0,3,2,1,4,1
197,5,81,0,9,5,2,3,1,0,2,0,3,1,2,3,0,1,3,3
58,5,33,42,9,2,0,4,0,0,1,4,0,1,2,3,4,0,4,2
81,3,24,57,8,6,0,3,2,1,5,2,2,0,1,0,1,4,1,3
183,1,56,73,7,3,1,3,2,2,5,1,0,0,3,0,1,0,1,3
3,2,70,95,5,7,4,1,4,3,2,2,4,3,0,3,0,0,0,3
166,5,79,47,1,2,1,1,0,3,6,3,0,2,2,1,1,3,2,0
103,3,34,79,6,5,0,5,3,0,1,3,1,0,0,0,2,1,1,3
44,6,80,98,6,0,3,3,0,3,0,2,0,1,0,3,4,4,0,2
190,1,76,13,7,0,3,2,4,1,3,0,2,3,1,1,4,0,1,2
63,1,1,39,4,3,3,3,0,2,2,0,4,2,1,0,4,2,2,0
157,4,12,15,1,8,1,0,4,3,1,4,0,4,0,1,4,2,3,3
164,4,3,1,9,4,4,2,4,1,0,2,2,0,1,2,1,0,1,0
181,1,96,26,2,0,2,2,2,2,1,1,0,3,2,0,3,1,1,3
58,5,72,69,6,3,5,2,3,3,0,3,3,1,0,0,0,0,0,2
68,4,63,9,9,4,4,5,1,2,1,3,0,4,0,4,0,1,3,0
185,2,5,76,7,2,3,3,2,3,3,4,3,4,0,0,3,2,1,2
195,0,5,76,8,1,5,1,0,3,6,4,4,4,4,3,1,3,0,4
10,0,97,93,4,1,4,4,2,3,6,0,0,1,4,4,0,3,1,1
159,6,35,23,4,1,4,2,0,1,0,1,0,0,0,2,4,4,0,3
31,3,5,2,5,2,0,0,0,3,6,1,0,2,2,0,1,3,1,0
11,5,94,64,4,9,2,1,0,3,6,1,2,1,2,2,3,3,2,2
163,0,79,47,6,0,3,3,3,0,6,2,4,0,4,3,4,3,3,3
31,3,75,63,9,7,1,2,0,3,5,3,0,2,2,0,1,0,1,1
159,6,9,92,4,5,1,3,0,0,4,2,0,0,0,0,1,1,0,3
173,6,21,94,0,8,0,1,0,2,1,4,4,4,0,0,2,1,3,0
14,2,50,0,8,4,5,4,2,0,1,2,0,4,0,1,1,2,3,2
136,6,86,90,5,5,5,3,1,3,1,1,3,1,0,0,1,2,1,2
85,4,15,11,4,3,3,0,2,3,0,0,1,2,3,0,4,4,1,3
174,5,44,28,6,9,4,2,0,2,0,4,1,2,1,4,0,0,1,2
65,2,78,44,0,5,5,3,1,3,1,1,1,4,0,0,1,1,1,4
175,6,44,28,8,1,5,2,0,0,4,3,0,4,1,0,4,3,1,3
147,1,19,3,7,0,3,2,1,2,3,1,1,0,1,3,4,2,2,2
47,0,21,94,0,4,2,3,0,2,2,4,2,0,1,2,0,0,2,2
112,1,17,72,2,5,1,2,4,3,1,1,2,0,4,4,1,1,3,3
159,6,18,21,5,4,0,4,0,2,5,2,1,1,1,2,2,4,1,3
27,3,70,95,6,4,2,3,2,3,3,1,4,0,2,2,2,0,1,3
58,5,51,80,4,5,1,2,1,2,3,1,4,2,0,2,1,0,2,2
30,0,5,76,4,9,2,2,2,0,1,4,2,0,4,2,3,1,3,2
155,5,81,41,4,2,2,4,2,2,4,2,2,1,0,4,0,0,1,1
165,2,88,48,3,4,4,3,3,3,0,1,3,1,2,2,0,4,0,4
51,4,2,4,4,0,2,5,4,2,6,1,1,4,3,2,0,3,2,0
121,0,75,63,3,7,3,2,1,0,6,3,1,0,1,3,4,3,0,3
19,5,36,91,5,2,0,3,3,2,0,1,0,2,2,0,2,4,4,0
172,4,76,13,2,7,5,3,2,3,3,3,2,4,3,0,0,0,1,1
172,4,57,1,7,0,3,5,2,3,5,1,4,0,0,3,4,4,1,2
113,0,53,46,0,9,0,2,1,3,1,3,2,1,4,0,2,1,4,3
118,2,83,97,3,3,2,2,4,3,1,3,0,0,0,4,3,2,4,2
156,3,78,44,9,4,4,2,4,0,0,1,0,0,2,4,1,4,4,0
138,3,85,16,7,5,0,3,2,0,3,1,3,0,2,0,2,0,0,3
123,6,65,85,5,1,3,5,2,3,5,3,1,1,0,0,2,4,1,2
48,4,33,42,3,4,0,3,0,2,0,4,4,4,1,2,3,4,0,4
7,2,23,82,5,3,5,3,0,3,0,0,0,0,0,1,1,0,4,0
196,4,56,73,5,0,1,1,2,3,0,3,4,4,0,1,4,0,4,4
192,2,27,7,8,5,4,0,2,2,2,1,4,0,3,4,0,1,2,4
118,2,14,78,1,2,1,5,1,1,3,2,2,4,3,1,1,2,1,3
55,6,69,53,0,1,0,3,0,0,1,3,1,0,1,2,1,1,1,3
120,0,60,30,0,1,0,2,1,2,3,4,0,1,4,3,1,4,0,1
65,2,59,19,3,4,4,3,4,3,4,1,3,0,0,4,1,3,1,2
171,2,64,8,0,5,5,3,2,2,5,2,0,1,0,1,1,4,0,1
14,2,97,93,1,8,1,2,2,0,1,1,3,0,0,0,4,2,4,3
18,0,72,69,6,5,0,5,0,3,5,2,3,1,4,0,4,1,3,2
114,3,31,86,6,4,2,5,4,2,6,1,2,2,2,0,0,0,3,3
59,4,78,44,9,6,2,5,3,0,1,1,0,2,3,3,0,1,3,3
116,6,87,27,1,5,2,1,1,3,0,3,3,0,1,4,3,3,1,3
100,2,44,28,4,6,5,4,0,3,2,1,0,0,2,0,0,3,3,1
87,6,5,76,9,2,0,3,3,0,6,0,4,4,1,3,2,3,0,2
137,1,75,63,1,6,4,0,2,3,0,3,1,3,1,4,0,0,0,3
162,6,81,41,9,2,0,2,2,2,1,1,2,1,1,3,2,2,3,4
84,2,89,10,2,5,1,2,4,3,3,1,2,0,0,0,1,2,1,3
62,6,16,62,5,2,0,3,1,3,1,2,4,2,1,1,0,1,1,2
193,5,44,28,6,3,0,1,2,0,3,2,1,2,0,4,4,4,0,4
73,1,5,76,3,9,0,4,4,3,3,4,2,1,4,2,2,2,0,3
81,3,19,3,4,7,0,4,0,3,2,0,0,2,0,4,2,3,2,2
141,6,79,2,9,9,4,5,2,0,6,1,0,0,1,4,0,3,2,3
113,0,23,82,3,5,5,0,2,2,2,3,1,4,4,0,0,1,4,0
176,0,35,23,9,0,0,3,0,0,4,1,0,0,4,3,1,3,0,3
152,5,80,98,2,4,0,2,2,2,1,1,0,3,0,3,2,2,1,3
193,5,95,75,5,0,1,0,0,3,6,1,3,2,3,1,1,3,1,3
197,5,72,1,7,1,2,1,0,2,1,0,2,2,0,2,3,1,3,3
88,4,49,87,2,9,4,4,2,1,0,0,4,0,4,4,1,4,0,3
71,5,69,53,7,6,5,5,2,0,6,3,1,3,2,1,1,0,2,3
82,5,33,42,6,9,4,3,4,0,4,0,4,2,2,4,0,3,0,4
4,4,63,9,5,9,0,3,3,0,1,2,1,4,3,0,1,0,3,3
159,0,14,78,6,9,4,4,0,0,1,2,3,1,0,4,0,2,3,3
73,1,71,35,3,6,5,3,0,0,4,4,0,3,2,1,1,0,1,1
119,5,55,37,2,1,0,2,3,1,6,0,2,3,2,2,1,0,0,0
133,2,2,0,3,2,0,5,3,3,0,0,0,1,3,0,4,0,0,3
166,5,3,0,7,3,1,2,0,0,4,4,0,2,3,0,3,1,1,3
169,0,76,13,2,6,2,2,2,3,3,0,3,0,1,4,3,0,0,3
179,2,7,58,2,9,4,2,3,3,0,1,3,0,3,4,0,4,0,3
100,2,65,85,2,0,2,5,4,0,5,3,3,2,3,4,0,4,0,4
193,5,87,27,2,7,5,3,2,2,5,1,0,1,0,1,1,0,3,4
3,2,1,39,5,4,0,5,2,0,6,1,4,4,3,1,1,0,0,3
155,5,25,2,1,0,5,5,3,1,4,1,0,2,0,1,0,0,0,2
162,6,2,4,5,1,3,5,2,0,6,1,2,1,1,3,4,0,0,0
154,0,29,77,1,9,5,0,2,2,2,0,1,0,0,1,1,0,0,0
109,1,80,98,0,7,3,5,0,3,5,1,0,3,1,0,4,0,1,3
157,4,70,95,1,5,3,4,1,0,3,1,4,4,3,3,2,0,1,0
46,1,5,76,3,4,4,2,3,3,0,4,2,3,4,4,0,4,0,3
87,6,69,53,3,1,1,5,0,1,3,0,2,0,1,1,1,0,1,4
195,0,50,14,2,4,0,2,2,0,1,2,2,0,1,1,1,2,1,0
121,0,97,3,2,0,1,2,2,0,1,4,1,1,4,0,4,1,1,2
31,3,54,96,3,6,5,2,2,3,3,3,3,2,0,0,1,4,0,2
122,0,36,91,6,0,3,1,3,0,1,2,0,4,0,0,4,2,3,1
126,1,40,52,7,9,2,0,4,0,6,1,0,3,3,2,2,0,1,1
70,0,37,40,8,9,1,3,2,2,5,0,1,1,4,0,1,4,1,4
117,5,30,59,8,4,5,1,2,3,0,0,4,1,0,2,4,4,4,0
66,6,6,89,5,1,3,2,4,2,6,4,2,0,0,3,4,3,2,3
9,3,8,74,5,2,0,0,0,2,0,4,0,2,0,4,2,0,4,0
173,6,41,20,6,6,3,0,2,3,0,3,0,0,1,3,4,4,0,3
78,2,2,4,2,3,4,0,2,3,0,3,4,2,0,2,0,0,4,2
47,0,14,78,6,5,0,3,1,3,1,3,2,1,0,2,1,1,3,3
22,4,70,95,9,0,4,5,1,1,3,0,0,4,0,4,0,0,0,3
29,6,96,26,6,4,2,2,2,2,1,2,4,0,1,4,3,2,3,0
159,6,19,3,9,2,0,2,4,0,0,1,0,4,0,2,4,4,4,0
23,0,80,98,6,2,4,0,3,1,4,1,2,1,4,2,0,3,1,3
135,5,43,31,6,4,2,5,1,0,1,0,3,1,2,2,0,4,3,3
198,0,14,78,4,2,1,3,0,3,0,0,2,1,4,3,1,3,4,2
162,6,14,78,6,0,3,4,2,3,6,0,4,1,1,0,4,3,0,3
166,5,13,54,6,4,2,0,0,2,0,0,3,2,0,2,2,4,4,3
179,4,17,72,0,1,1,5,2,3,5,4,2,0,3,0,1,4,1,2
65,2,30,59,0,0,4,3,4,3,4,4,0,0,0,2,3,1,0,3
75,0,31,86,9,3,1,5,4,3,1,3,2,0,0,1,4,0,4,0
152,5,6,89,9,3,3,5,2,3,5,4,0,1,2,0,4,4,0,0
116,6,70,95,7,2,3,3,2,3,3,1,4,1,1,0,4,4,1,4
98,6,14,78,8,0,0,4,4,0,3,3,2,4,1,0,2,0,0,0
121,0,19,3,7,6,5,2,0,0,4,0,2,2,4,1,0,3,0,3
4,5,45,67,2,4,0,0,2,2,2,3,2,0,2,2,4,4,1,3
55,6,79,47,0,2,1,5,2,2,2,3,4,0,0,0,1,3,1,3
179,2,71,35,6,9,1,1,2,3,0,4,0,0,3,1,4,0,4,1
29,6,75,63,3,1,1,0,0,3,6,3,1,0,0,1,1,3,2,1
152,5,38,0,5,2,0,2,0,2,4,0,3,1,2,0,2,3,1,3
175,6,25,51,0,6,2,5,3,0,1,0,3,1,0,2,3,2,1,3
190,6,78,44,6,7,1,2,0,3,5,1,1,0,1,0,0,2,1,2
154,1,79,47,1,8,1,3,1,0,3,1,4,1,4,1,4,2,1,3
116,1,12,15,3,8,2,2,3,0,2,3,1,1,1,2,4,1,4,3
181,4,40,52,5,5,5,3,2,0,4,2,2,0,3,0,0,3,1,1
41,4,32,2,4,9,2,4,0,3,2,0,0,1,3,2,0,1,2,4
97,5,80,1,0,0,4,1,1,0,5,1,2,0,0,2,0,4,0,3
164,4,89,10,7,4,2,0,4,0,0,1,1,2,3,2,3,3,4,3
145,0,3,1,0,0,4,3,0,3,0,1,2,0,4,0,1,4,0,0
155,5,1,2,9,9,4,0,1,2,4,1,0,0,2,0,0,0,0,2
122,1,6,89,5,5,5,2,4,3,1,0,2,3,1,0,1,2,0,3
114,3,38,50,5,2,0,5,4,3,4,4,0,0,0,3,2,1,1,2
69,5,82,84,2,4,0,5,2,0,6,0,2,2,2,3,4,3,2,3
64,3,75,63,6,5,0,2,1,0,6,3,1,0,0,0,4,0,0,2
91,0,2,4,5,6,3,4,2,3,0,3,0,1,1,3,4,0,4,0
195,0,4,2,5,2,0,3,2,1,5,1,0,0,4,0,2,0,1,4
190,6,91,12,7,0,2,3,2,0,4,0,4,0,1,4,0,3,0,3
163,0,3,1,6,1,1,5,3,3,0,2,2,4,1,1,4,4,0,3
95,2,80,98,8,5,4,0,0,3,6,1,2,4,0,4,0,0,2,0
52,2,33,42,7,2,3,1,2,2,4,4,0,0,3,2,4,0,1,3
17,1,92,56,7,4,2,3,0,3,0,3,0,3,1,2,0,1,4,1
182,6,33,42,4,2,1,5,4,3,1,4,0,1,0,1,1,1,1,3
175,6,75,63,9,9,4,3,0,3,0,0,1,4,0,2,0,1,0,3
52,2,97,93,2,9,4,2,0,3,5,0,1,2,4,2,0,0,0,4
100,2,18,21,0,5,5,1,3,1,5,3,1,0,3,0,1,0,0,3
70,0,27,7,2,0,2,2,2,2,1,1,3,0,4,2,0,2,3,2
41,4,72,69,4,8,4,0,1,3,2,2,2,0,3,0,4,1,2,2
174,5,13,54,5,0,1,0,0,3,6,4,1,1,2,0,4,3,0,2
191,0,26,81,5,4,0,3,0,2,2,2,1,1,3,0,2,4,2,1
159,6,35,23,3,0,3,5,2,1,4,1,2,0,0,0,2,3,0,0
163,0,97,93,8,0,2,0,0,0,1,4,0,1,0,1,0,2,1,3
17,1,90,71,7,9,2,0,4,2,4,2,2,3,1,2,0,3,0,3
16,4,71,35,3,9,0,3,0,0,4,4,3,4,3,0,1,0,2,3
197,5,64,8,7,6,0,4,1,3,5,0,0,1,0,0,2,0,1,2
149,2,43,31,7,1,2,3,0,1,5,1,3,2,3,4,2,0,0,1
56,1,22,34,3,6,5,0,2,3,0,0,0,3,1,0,1,4,4,1
191,1,53,46,9,5,0,5,2,3,5,1,2,2,1,0,2,0,4,3
3,2,7,58,2,6,2,4,1,2,2,0,3,0,0,3,3,1,4,3
166,5,21,94,0,8,0,4,2,3,6,0,2,3,1,0,1,3,3,4
96,4,53,46,1,5,3,2,1,0,6,1,3,3,3,3,3,3,0,2
123,6,56,73,3,7,3,3,1,0,3,1,4,1,1,3,4,2,0,3
186,3,56,73,0,3,2,3,0,2,2,3,4,2,0,4,3,1,2,3
99,6,6,89,8,8,2,3,4,3,4,0,2,4,1,2,4,3,0,1
190,6,72,69,5,2,0,5,2,3,5,2,0,1,2,0,2,0,4,1
18,0,22,34,8,1,5,5,3,3,0,0,0,0,4,1,0,4,0,1
138,3,40,52,9,2,0,2,3,3,0,1,0,2,2,3,2,4,4,0
142,1,12,15,3,4,2,3,2,0,4,1,1,2,1,1,0,0,1,3
170,1,39,17,7,3,1,1,0,2,1,4,0,3,4,1,0,2,1,2
144,2,52,99,0,1,0,3,1,0,3,0,1,3,3,4,2,2,0,4
157,4,82,84,0,1,0,2,2,2,1,2,2,4,0,0,2,1,3,4
134,0,3,1,0,5,5,2,0,0,4,2,2,0,1,1,1,2,0,2
3,2,5,76,5,7,0,0,2,3,0,1,0,1,3,3,1,3,4,1
195,0,6,89,4,3,3,3,2,2,5,1,2,1,4,0,2,0,1,2
164,4,99,83,6,7,1,5,3,3,1,0,1,4,3,1,0,2,1,2
116,6,77,61,7,0,3,0,2,2,2,2,4,1,0,0,2,1,3,3
97,5,22,34,6,7,1,2,0,0,4,2,1,1,0,0,1,2,0,4
180,2,72,69,0,4,2,3,1,0,3,2,2,2,0,2,3,0,0,3
110,0,21,94,7,7,4,2,0,2,4,4,4,1,0,4,0,3,0,0
93,3,90,71,6,7,1,2,0,2,0,1,4,0,2,1,1,4,4,1
7,2,4,2,6,6,5,5,1,2,1,1,0,0,0,0,0,0,4,3
176,0,46,25,1,2,1,2,2,1,5,4,1,1,4,0,1,4,0,2
138,3,92,56,0,1,1,3,4,1,3,4,2,2,2,1,1,0,1,4
125,3,80,98,5,1,3,0,2,2,2,3,0,2,0,3,2,2,2,3
146,1,64,8,4,6,5,2,0,0,4,3,0,3,1,0,4,0,0,3
46,1,69,53,3,7,3,3,3,0,6,3,1,2,1,3,4,3,2,4
38,3,64,8,0,7,3,3,1,0,3,3,2,0,1,3,4,0,0,3
77,4,23,82,4,9,2,5,0,0,4,3,1,0,0,2,0,3,1,3
168,3,82,84,0,0,4,0,0,0,1,1,2,2,2,4,4,1,1,3
141,6,5,76,2,1,0,5,0,0,4,4,4,0,0,0,2,3,1,3
152,5,56,73,2,5,1,1,0,2,1,3,3,2,2,1,2,1,1,3
32,1,87,27,2,2,3,1,1,3,0,1,3,0,2,1,2,0,4,3
30,0,74,60,3,7,0,5,2,3,5,1,0,0,4,0,2,2,0,3
81,3,70,95,7,9,2,5,1,2,1,0,0,0,0,3,4,1,3,2
163,0,54,0,7,9,2,5,4,2,6,0,3,0,4,2,0,3,3,0
45,5,14,78,6,8,0,1,2,3,0,2,2,1,2,0,2,4,0,4
155,5,47,24,3,1,1,0,1,2,4,0,4,1,0,1,1,3,1,0
193,5,95,75,4,7,1,4,4,3,0,2,4,2,2,0,3,4,4,3
52,2,2,4,9,0,3,1,0,0,2,3,4,0,2,0,4,1,1,2
80,1,68,18,3,0,3,2,0,3,5,4,4,3,4,1,4,0,0,0
47,0,0,3,5,3,5,0,3,3,3,4,0,0,4,1,0,4,1,2
183,1,1,39,5,0,1,4,1,3,1,1,4,2,2,1,4,2,3,0
66,6,23,82,5,8,1,4,0,2,5,4,4,1,1,0,4,4,3,3
94,1,93,45,5,4,0,1,2,1,6,1,0,3,2,0,0,3,0,0
9,3,76,13,8,8,2,0,2,3,2,3,0,0,0,2,3,1,4,4
1,0,7,58,9,7,1,4,0,3,2,1,3,1,1,1,4,1,2,3
183,1,37,40,8,7,3,0,2,3,0,0,1,0,3,0,4,4,1,2
131,6,59,19,8,9,1,3,2,0,4,1,3,0,0,0,4,3,0,3
24,6,93,45,7,0,3,0,1,0,5,1,3,0,1,3,4,0,0,4
174,5,71,35,6,4,2,2,0,0,4,4,3,1,3,3,3,0,1,0
82,5,41,20,6,2,0,2,4,0,3,1,1,1,2,0,1,0,0,4
31,3,53,46,6,5,2,2,1,3,0,1,2,2,2,4,0,0,0,0
78,2,39,17,8,3,4,2,0,2,4,0,0,1,3,4,1,1,0,3
180,5,94,64,6,0,3,2,1,2,1,1,2,2,0,0,3,2,1,0
96,4,12,3,7,7,4,0,4,0,6,1,1,2,0,4,0,3,0,3
82,5,21,94,5,2,0,1,2,3,0,4,4,0,2,0,1,4,4,2
5,1,2,4,4,7,0,4,3,3,5,3,1,3,1,0,1,0,1,3
142,1,23,0,7,5,0,0,0,2,3,4,0,1,1,0,2,0,0,0
116,6,23,82,6,8,1,3,2,3,1,2,1,0,1,0,0,1,3,3
174,5,26,81,7,2,1,0,2,2,2,1,3,1,2,1,4,4,2,0
91,0,14,78,7,2,3,0,2,2,2,2,0,1,4,0,4,0,2,2
178,3,84,43,5,1,3,3,1,3,1,0,3,0,2,0,4,0,3,2
132,2,35,23,1,2,1,3,2,2,5,1,0,0,0,0,0,1,1,1
192,2,35,23,9,2,0,2,0,3,5,0,3,0,1,3,2,4,1,2
133,2,56,73,2,9,4,2,2,3,3,3,3,4,3,4,3,0,1,3
23,2,33,42,1,4,5,2,3,1,6,0,0,0,3,0,1,1,2,0
82,5,84,43,4,6,5,2,4,0,0,0,3,0,2,0,0,0,4,4
165,2,79,47,9,9,4,2,1,2,3,4,4,2,3,3,0,2,1,3
179,2,95,75,6,8,0,4,1,0,3,1,4,2,3,2,2,4,0,2
71,5,56,0,6,2,4,2,2,3,0,0,0,2,2,2,0,4,0,3
180,5,13,54,7,9,2,1,2,2,1,3,4,2,2,2,4,2,3,2
28,4,1,39,9,3,1,3,0,3,3,1,4,0,3,1,1,0,2,3
103,3,34,79,5,9,2,2,2,0,1,1,2,0,2,3,0,2,1,0
168,3,14,78,4,9,2,0,2,2,5,2,1,0,0,4,4,0,1,2
166,5,15,11,4,7,0,2,4,0,0,4,0,2,2,2,2,4,0,1
126,1,34,1,7,7,4,4,0,3,2,0,1,2,1,4,1,0,1,3
9,3,33,42,3,2,0,3,0,3,0,4,4,0,0,0,2,0,1,3
138,3,80,98,2,8,3,4,0,2,5,2,2,2,0,0,2,0,2,2
149,2,51,80,9,5,2,2,3,0,2,0,1,2,3,2,3,1,2,1
63,1,2,4,5,6,3,5,0,2,2,3,0,2,4,3,4,1,2,4
183,1,39,1,3,1,1,3,2,2,5,2,2,3,1,0,1,4,3,3
178,3,33,42,9,0,3,0,0,2,0,4,4,0,0,3,4,4,4,3
73,1,86,2,7,5,0,1,0,0,2,3,0,2,1,2,1,4,2,1
65,2,59,19,7,4,1,2,2,2,1,1,0,4,0,1,4,2,3,4
82,5,15,11,6,2,4,4,0,0,1,2,1,1,0,1,0,3,1,3
153,4,52,99,2,5,1,1,2,1,6,4,1,0,1,2,1,1,2,3
179,2,95,75,2,0,2,5,0,3,5,1,1,0,3,2,3,0,1,2
70,0,79,47,0,6,2,0,0,3,6,4,4,3,1,2,0,3,3,4
79,0,70,95,6,5,0,4,0,3,2,1,4,0,1,0,2,1,3,4
147,1,68,18,4,0,2,0,3,3,3,0,0,2,1,2,0,3,1,4
115,4,80,98,5,9,2,2,0,3,5,2,2,4,3,2,3,4,1,3
19,5,79,47,2,3,4,5,2,0,6,2,1,1,2,4,0,0,0,3
11,5,5,76,2,8,3,5,3,3,1,4,4,1,2,3,4,2,4,0
59,4,13,54,5,6,3,2,2,2,1,2,3,4,3,0,2,2,1,3
59,4,5,76,5,1,3,2,0,2,4,4,4,0,3,0,2,3,1,1
126,1,18,21,6,7,1,3,2,2,5,3,1,2,1,0,4,4,1,2
115,4,51,80,0,1,0,0,2,2,2,0,4,3,3,3,4,2,1,3
157,4,73,38,9,9,4,4,3,3,2,2,2,2,2,4,4,1,3,2
98,6,33,42,0,8,1,3,2,3,3,0,0,1,0,1,0,2,1,3
152,5,95,75,7,5,0,2,2,0,1,2,3,1,0,4,0,1,3,3
147,1,41,20,3,0,3,4,4,1,4,3,1,1,4,3,3,3,1,0
179,4,50,14,8,2,1,0,1,1,2,4,3,4,0,1,1,3,3,3
173,6,31,86,3,7,3,5,0,2,0,4,1,0,1,3,4,3,4,3
169,0,25,0,3,3,2,3,0,0,4,0,0,2,0,2,3,2,0,2
36,0,19,3,7,9,2,0,3,0,5,1,0,0,1,2,4,4,0,2
86,3,26,81,8,9,1,5,4,2,6,1,3,2,2,1,1,2,2,0
125,3,52,0,3,8,1,5,1,2,1,3,3,2,2,0,1,2,3,2
136,6,7,58,7,4,2,1,2,0,3,2,2,0,0,1,0,0,0,2
14,6,33,42,0,4,2,3,2,3,3,4,4,1,0,1,2,2,0,1
13,4,78,2,3,5,5,5,2,2,2,1,1,0,0,0,1,1,4,3
160,2,2,4,2,7,5,3,1,2,6,0,4,4,3,1,1,3,2,3
166,5,34,79,0,7,3,3,0,0,4,3,0,1,2,3,2,3,1,1
134,2,77,61,0,5,5,2,0,3,5,2,3,2,3,1,1,0,3,3
52,2,24,57,2,3,0,1,1,2,1,0,0,1,3,0,1,2,4,2
157,4,96,26,3,5,5,2,2,2,1,0,0,2,0,0,0,1,3,3
166,5,68,1,3,3,2,3,0,3,0,1,2,1,0,3,2,0,4,3
64,3,46,25,2,3,4,3,2,2,5,1,1,0,0,2,1,4,0,0
69,5,11,88,0,5,5,2,0,3,5,0,3,1,2,0,1,0,4,1
78,2,26,81,0,2,1,5,2,1,1,3,3,0,3,1,0,4,3,3
159,6,29,77,5,3,5,3,3,0,6,0,4,1,3,1,1,3,3,0
88,4,62,66,6,1,1,3,2,2,5,1,3,4,3,1,1,0,0,3
27,3,91,12,5,3,5,0,0,1,1,0,0,0,0,1,1,2,1,3
121,1,54,96,5,2,0,2,1,2,3,0,3,2,2,2,1,1,0,4
24,6,69,53,4,6,5,3,2,0,4,3,1,0,1,3,2,1,0,3
