column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20
57,4,53,89,8,3,0,4,3,2,0,1,0,3,3,2,0,0,1,1
1,3,83,22,10,4,3,3,1,4,0,0,2,3,1,1,1,0,4,1
25,1,55,96,9,4,0,0,1,4,3,2,4,0,0,2,2,0,1,1
20,3,99,52,18,4,0,4,0,2,3,4,2,2,0,2,1,0,2,4
5,0,24,95,14,0,3,1,3,0,2,4,1,2,0,0,1,4,3,4
14,2,93,77,12,2,0,0,3,1,3,3,4,3,4,2,1,1,0,3
96,0,29,57,4,4,3,0,3,1,3,4,0,0,4,2,1,1,1,2
42,2,85,70,2,3,1,4,3,0,2,0,4,0,0,4,4,0,0,0
9,3,29,57,14,1,2,4,1,4,3,4,2,3,4,0,4,0,0,4
67,0,97,5,11,1,1,3,1,1,1,3,0,0,0,4,0,2,1,2
24,0,20,25,2,4,2,4,0,4,4,4,0,0,0,1,4,4,0,3
80,2,97,5,2,1,0,0,2,1,0,3,1,3,2,2,0,0,3,3
62,0,57,69,17,4,1,1,1,0,5,3,0,0,2,4,3,0,2,2
9,3,6,88,12,1,3,0,0,1,1,4,2,2,4,1,1,0,2,0
34,0,35,65,13,1,0,0,1,1,4,4,0,3,0,4,0,4,0,3
58,1,83,22,7,2,2,0,2,3,5,0,3,1,1,0,4,4,2,3
33,3,24,95,10,1,3,4,2,2,4,0,0,2,4,1,2,0,1,3
59,2,48,83,15,0,1,1,3,1,5,0,1,2,4,2,0,0,1,4
71,1,20,25,6,4,3,4,3,1,1,2,4,0,2,0,0,2,2,2
8,1,39,90,9,4,0,4,0,1,2,2,2,2,3,2,1,2,0,3
44,3,47,8,7,3,0,0,0,4,3,4,0,1,3,2,0,0,1,0
33,3,1,76,19,2,0,4,1,4,3,1,2,2,1,2,0,1,0,3
38,0,52,60,10,2,2,0,3,2,0,4,1,3,0,1,1,0,3,2
86,0,73,34,17,0,1,0,2,1,0,2,1,0,1,4,0,3,3,2
46,2,14,72,8,4,3,2,0,4,3,3,1,1,2,0,1,0,0,3
85,2,94,50,5,2,2,0,3,3,1,3,4,4,4,0,0,2,1,3
44,3,2,73,10,2,2,4,0,2,3,0,0,1,1,1,3,0,1,0
66,2,57,69,6,1,1,0,1,0,0,0,2,0,1,4,3,0,4,2
64,1,25,32,5,4,0,1,1,3,4,2,4,3,1,0,1,4,1,0
82,0,43,94,18,3,2,2,1,4,3,4,1,2,4,0,0,0,0,0
24,0,30,4,15,1,2,1,0,4,1,4,1,1,4,0,4,2,0,3
52,0,94,50,9,0,1,4,1,1,5,4,0,4,4,4,0,3,3,1
56,0,73,34,6,2,1,4,3,4,5,1,1,1,1,2,3,0,3,3
52,0,95,28,9,4,0,4,1,4,3,3,0,0,3,4,2,0,0,0
82,0,16,36,0,4,2,0,0,2,2,4,1,4,0,0,3,4,3,0
40,1,29,57,17,4,1,1,3,2,1,2,3,4,0,0,3,1,1,3
64,1,18,71,6,1,1,4,1,2,0,2,0,2,3,2,0,1,4,3
51,3,39,90,9,2,0,0,3,3,1,4,4,2,0,0,0,2,4,1
26,2,48,83,9,1,2,0,3,2,0,3,4,2,4,1,0,0,4,3
36,2,61,48,17,4,1,2,0,4,3,4,4,4,3,4,0,1,1,3
51,3,73,34,13,4,1,2,0,1,2,0,2,1,0,2,0,4,1,1
38,0,86,55,10,1,3,4,1,2,0,2,1,1,2,0,2,0,4,2
95,4,97,5,13,1,0,3,3,4,0,0,1,3,1,0,0,3,4,4
36,2,11,81,15,1,2,3,3,1,4,3,4,2,2,0,0,0,4,1
31,4,5,1,0,4,2,4,0,0,4,1,0,0,2,0,4,3,1,3
84,4,42,15,14,1,2,4,2,0,1,1,1,4,1,0,4,1,0,3
49,3,83,22,2,4,2,2,1,0,0,1,0,3,2,1,4,0,1,3
76,1,89,19,18,0,3,0,1,2,5,2,3,0,2,0,2,0,1,2
62,0,24,95,10,4,3,1,1,2,0,3,0,0,0,1,2,0,4,1
66,2,89,19,18,1,0,2,3,1,1,0,1,0,2,0,0,2,0,0
2,2,10,26,13,3,0,0,1,2,5,3,2,0,4,0,0,0,3,2
58,1,67,58,5,2,2,4,2,0,1,0,4,0,2,1,0,2,2,1
48,0,70,61,5,1,0,0,3,1,3,4,0,4,1,2,1,0,3,2
46,2,67,58,7,2,2,3,3,2,0,3,2,0,0,1,0,2,4,3
87,1,1,76,5,2,2,4,1,2,0,1,3,2,0,1,0,0,2,2
81,3,23,64,10,4,3,0,2,4,2,4,0,1,0,0,1,1,1,2
79,4,52,60,4,3,3,0,1,0,0,1,0,3,0,2,1,0,4,2
96,0,31,80,8,1,1,4,3,2,0,4,1,3,1,0,3,0,4,1
68,4,70,61,8,2,3,3,3,4,0,0,0,1,0,2,2,0,0,2
58,1,70,61,10,3,0,1,1,4,3,0,3,0,3,0,0,1,3,2
65,1,5,1,15,2,3,0,3,0,1,0,3,0,4,0,2,3,1,3
51,3,24,95,3,2,2,2,3,4,4,0,0,1,1,1,4,4,3,3
38,0,42,15,3,1,3,2,1,4,3,2,0,0,1,0,1,2,1,3
82,0,41,59,6,2,1,4,3,2,0,4,1,0,3,3,0,0,3,3
49,3,48,83,2,2,3,0,3,4,0,0,2,2,4,4,1,0,4,2
1,3,61,48,7,1,1,4,0,3,1,4,0,4,3,0,3,1,4,4
20,3,48,83,19,4,2,0,3,3,1,0,0,2,4,0,4,3,2,4
40,1,11,81,14,4,0,0,1,1,4,0,3,2,1,3,0,3,0,3
20,3,39,90,6,3,2,4,3,1,1,0,2,1,0,1,4,1,2,0
55,3,30,4,18,4,0,1,3,2,1,0,2,1,4,0,1,2,2,2
40,1,37,20,12,1,3,1,3,1,5,0,3,0,2,0,1,4,3,1
25,1,39,90,6,3,2,2,1,1,5,0,1,2,0,1,0,4,3,2
92,1,46,66,8,4,3,1,1,3,4,2,3,4,0,0,2,3,1,3
0,1,73,34,17,0,1,0,1,4,3,2,1,0,2,0,1,1,0,3
40,1,9,46,6,4,3,4,1,2,0,0,3,0,0,4,1,0,4,1
64,1,82,92,18,4,0,4,1,4,3,2,0,1,0,2,0,0,0,1
