column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30
205,2,90,3,8,4,2,17,6,5,1,0,4,6,0,1,1,4,6,3,1,1,8,7,2,4,3,7,1,5
68,8,173,8,10,12,1,23,0,1,0,0,5,9,4,1,7,4,9,7,0,7,6,4,5,4,2,8,7,2
112,2,172,7,8,10,2,19,4,9,2,1,4,3,2,3,1,3,6,3,0,3,1,1,1,0,3,4,4,8
36,3,170,4,6,2,0,3,8,7,3,2,0,0,2,0,0,2,4,4,8,0,1,5,3,1,2,8,0,7
19,0,207,7,1,1,2,6,2,9,0,5,1,9,6,0,1,0,2,0,2,9,2,0,5,1,5,7,7,6
157,4,148,1,4,6,6,7,0,5,4,1,0,2,3,3,0,0,3,0,5,8,0,0,3,8,7,3,1,1
38,0,150,3,5,13,0,5,1,0,1,0,0,7,2,3,1,6,4,0,0,9,2,2,4,6,9,6,8,2
211,1,48,7,4,13,0,8,6,1,1,1,5,4,4,1,1,0,4,1,0,4,4,0,3,4,1,9,5,9
165,3,179,0,10,6,4,17,1,8,0,1,5,2,2,2,2,7,1,1,0,5,3,2,0,2,0,6,6,2
14,8,6,0,10,4,5,7,4,6,2,5,5,4,2,6,8,7,2,1,0,7,4,0,0,6,3,8,1,8
173,2,146,6,10,3,3,5,0,7,1,3,3,0,2,2,1,4,5,0,0,3,0,5,0,5,7,4,9,4
160,6,109,1,9,13,5,16,4,6,3,5,0,1,8,6,1,9,1,1,7,2,1,0,5,4,2,6,0,1
69,5,158,2,4,8,7,5,2,8,5,4,1,7,3,0,0,0,7,1,2,0,9,0,3,3,7,4,6,8
24,9,206,2,4,12,4,2,2,4,5,1,1,9,1,9,0,0,0,3,0,0,6,4,6,0,2,8,8,8
30,5,112,1,5,11,8,7,8,7,5,4,0,3,0,5,0,0,0,8,6,0,5,1,4,0,2,2,5,8
66,9,165,5,1,15,6,5,7,7,2,0,0,1,2,4,4,0,2,6,8,0,1,0,5,4,2,7,5,6
84,1,191,9,10,11,2,4,8,4,1,2,5,7,2,0,5,0,0,0,4,4,9,0,2,7,5,0,0,6
209,3,189,3,6,3,4,11,2,4,3,0,5,2,1,0,3,6,1,0,4,1,0,2,8,4,8,5,3,2
69,5,155,8,5,1,6,8,2,8,3,2,4,8,9,2,0,0,3,5,0,0,2,4,0,1,4,2,5,7
21,1,43,5,2,12,4,2,3,5,5,1,3,1,5,1,0,1,1,2,4,3,1,2,2,3,2,8,4,1
29,2,159,7,5,16,1,16,2,2,0,5,5,1,3,1,1,3,9,7,0,1,0,0,2,9,4,9,6,7
157,4,159,7,2,4,2,12,2,9,1,1,2,7,2,0,1,3,1,3,0,2,2,6,3,2,0,8,9,8
171,9,165,5,1,13,3,19,2,4,2,4,4,9,1,2,1,2,3,1,1,0,6,1,9,9,3,8,2,8
25,5,131,2,3,17,2,9,0,1,3,3,0,1,2,8,0,0,6,3,1,0,0,2,6,3,4,7,0,7
191,6,118,0,2,4,2,17,5,2,3,0,5,2,0,0,2,7,0,3,7,1,0,2,2,5,9,8,7,3
13,9,180,5,10,12,1,13,5,0,4,2,5,3,7,5,4,0,9,3,8,1,5,3,0,4,3,3,0,8
11,4,202,5,6,1,7,13,1,3,3,3,5,0,0,7,0,0,7,1,0,0,1,5,7,5,9,4,9,7
211,1,108,0,7,16,0,12,3,7,2,1,4,3,6,1,1,3,1,4,4,4,1,3,5,5,2,7,6,7
18,2,203,9,2,11,3,21,4,2,1,0,2,2,3,0,0,8,5,0,0,3,3,0,0,8,9,1,6,4
206,6,8,2,10,13,7,23,4,8,2,3,3,4,3,0,6,0,1,0,7,1,0,9,3,8,7,8,0,0
132,0,100,2,11,16,0,11,0,0,4,0,1,4,1,5,2,0,0,4,0,1,4,3,2,8,7,9,1,7
14,8,19,1,7,11,1,17,1,8,3,1,0,8,9,2,9,9,9,9,0,7,0,3,5,9,0,5,1,9
145,8,112,1,6,15,6,22,8,3,3,1,3,1,1,2,2,9,3,0,0,7,0,2,0,3,0,8,6,8
39,9,142,2,11,5,0,7,4,6,4,2,5,1,1,6,0,2,0,4,8,6,0,3,9,1,8,2,9,1
172,7,14,1,6,11,1,20,4,7,2,4,5,8,2,0,1,9,2,7,3,4,1,3,5,7,8,9,8,0
201,4,17,6,1,17,7,16,8,9,4,1,3,4,6,0,6,0,7,0,0,2,4,9,6,3,9,3,7,6
97,6,68,1,4,10,9,5,8,1,1,5,5,8,2,8,1,9,0,0,0,1,1,1,9,5,9,0,9,7
213,2,138,7,11,8,4,19,4,9,3,2,0,0,1,0,2,3,1,3,0,1,1,5,4,6,7,0,7,0
201,4,82,2,1,2,7,3,7,8,3,2,5,6,3,2,0,0,7,1,5,2,8,0,0,4,9,4,0,7
197,2,7,0,7,2,0,15,2,4,1,3,0,2,1,0,4,2,0,4,0,3,0,2,5,4,8,0,1,1
83,5,135,9,5,9,5,13,1,3,0,4,3,4,0,7,7,1,1,1,2,1,4,9,4,5,0,0,9,7
27,3,191,9,0,11,5,21,2,3,3,5,3,1,0,7,0,8,2,2,0,5,1,0,5,6,7,3,7,8
215,5,34,9,7,5,5,6,7,4,2,5,5,4,1,3,2,1,2,2,6,0,1,0,5,4,3,6,6,6
62,0,51,3,6,15,6,16,4,6,4,2,5,3,8,0,3,0,3,5,0,0,0,2,7,1,4,7,4,2
185,3,15,4,1,1,2,3,3,9,0,3,4,0,1,0,8,0,6,3,0,5,0,5,7,8,8,4,9,8
74,7,81,7,4,2,3,9,7,3,1,5,1,7,1,2,1,3,5,6,3,8,2,1,7,6,9,3,0,2
16,5,211,9,3,0,5,4,4,5,3,4,5,2,0,1,0,8,0,2,6,7,0,0,4,8,2,4,8,5
179,2,156,5,6,7,5,23,7,5,4,4,5,9,0,1,3,1,2,2,1,3,2,0,0,3,9,1,1,2
162,0,202,5,10,16,8,19,8,2,0,4,0,5,3,0,1,1,1,8,0,9,7,8,9,6,7,0,5,1
106,7,154,0,11,4,7,9,2,4,3,5,0,1,2,0,2,7,7,0,3,8,1,0,9,0,9,5,6,6
33,2,188,9,6,6,2,5,1,0,4,2,2,5,7,2,5,0,0,3,0,3,1,8,8,8,8,3,9,1
165,3,205,8,5,13,0,8,5,3,5,4,5,0,1,0,7,0,0,4,0,0,1,5,4,4,8,7,2,8
98,2,148,1,5,7,1,19,7,1,5,0,0,3,6,1,9,9,9,7,0,0,2,2,0,9,5,2,6,1
204,8,117,3,11,15,4,17,2,3,3,3,1,7,0,7,3,6,1,2,9,1,9,6,9,6,0,5,8,4
58,5,151,4,7,3,3,3,1,9,0,2,5,5,0,0,8,0,5,0,3,2,1,2,5,0,4,2,1,7
151,8,27,0,10,3,3,3,1,9,5,0,3,5,2,0,3,7,5,0,0,1,0,8,8,7,2,3,1,7
37,6,33,8,2,8,7,17,2,3,1,0,4,6,3,7,0,1,7,0,7,1,0,7,4,6,2,5,8,7
38,0,94,6,1,4,3,7,8,7,4,5,2,5,2,4,6,0,0,0,2,0,1,8,6,5,2,3,8,5
56,2,47,0,7,11,1,19,3,0,3,0,0,1,1,5,1,1,9,7,9,1,1,2,7,1,7,5,6,7
115,9,31,7,9,13,1,0,8,1,3,0,5,2,4,1,1,3,0,5,8,6,3,3,9,4,6,4,9,3
23,7,41,6,7,2,0,23,4,8,3,4,1,9,9,2,1,0,0,4,3,8,0,5,4,7,5,7,6,5
127,7,120,1,6,2,0,5,2,8,1,5,2,1,9,2,9,9,4,0,0,3,0,4,6,4,0,6,5,3
33,2,162,8,0,8,1,7,4,6,3,0,1,6,8,0,7,4,9,2,0,1,8,7,2,2,9,9,7,2
8,0,192,4,4,13,0,9,4,2,0,0,5,9,1,0,8,2,0,4,2,9,1,0,3,6,4,6,6,9
22,0,157,9,9,12,1,1,7,3,0,1,2,0,1,0,0,1,0,7,2,9,0,0,3,0,0,5,6,0
185,3,178,9,5,11,8,18,3,8,2,5,1,0,9,1,5,8,1,0,0,0,1,5,3,4,1,0,2,6
12,7,181,4,10,13,7,13,6,9,0,3,5,9,2,2,8,2,7,1,1,8,2,0,6,5,5,8,1,3
101,4,76,3,11,11,3,13,7,8,3,3,1,7,9,2,0,6,0,1,0,2,9,0,9,7,7,7,3,4
129,6,181,4,2,6,8,8,3,2,3,0,4,6,0,1,1,2,1,8,7,1,0,7,0,5,8,2,1,8
175,5,210,7,5,17,4,2,1,9,0,0,0,8,2,4,1,3,0,0,7,0,4,2,3,5,5,4,5,1
109,2,177,6,10,6,4,9,8,7,3,5,5,8,2,1,6,4,0,1,1,0,0,3,4,9,9,8,1,4
52,4,188,9,9,0,1,15,1,0,1,1,3,2,1,3,5,8,9,1,5,2,3,0,1,1,3,0,7,7
206,6,136,8,7,17,5,20,3,5,1,5,3,9,5,3,0,4,2,2,7,1,2,0,0,3,7,3,0,2
108,1,47,0,10,17,6,19,5,5,5,0,0,3,0,0,3,7,3,5,1,4,1,2,9,5,2,6,7,2
16,5,182,0,3,16,0,11,5,6,0,4,0,5,1,6,2,0,0,0,2,2,1,8,0,6,9,6,8,7
2,2,172,1,10,11,2,23,3,1,1,2,0,0,1,2,1,3,6,3,1,3,1,5,8,5,2,3,6,0
187,0,86,0,7,11,1,1,4,2,4,4,4,4,0,1,8,2,0,0,2,0,1,0,0,3,3,4,2,0
107,9,200,1,1,4,3,7,8,7,1,2,2,6,6,4,0,9,5,0,8,6,8,0,7,9,2,8,9,5
101,4,69,8,2,4,2,17,7,3,3,3,4,7,0,2,7,4,0,0,0,2,9,6,3,5,7,7,8,8
62,0,132,1,7,6,4,15,0,7,0,5,5,1,1,4,9,9,1,0,2,0,1,0,5,2,7,7,7,8
32,7,92,5,3,9,0,8,8,8,2,5,1,0,2,0,4,1,0,4,0,2,1,5,5,3,1,0,7,4
