column1,column2,column3,column4,column5,column6,column7,column8,column9,column10,column11,column12,column13,column14,column15,column16,column17,column18,column19,column20,column21,column22,column23,column24,column25,column26,column27,column28,column29,column30
143,9,63,9,4,16,5,3,5,6,0,3,3,6,7,6,2,0,0,5,2,3,0,2,7,6,8,0,8,7
121,4,81,3,0,16,1,7,2,1,5,5,3,5,6,5,1,2,9,4,0,8,3,1,8,5,6,4,2,9
57,2,30,7,11,17,0,17,2,7,1,2,4,8,0,9,9,6,5,1,7,2,6,7,3,5,4,0,8,4
2,6,105,9,0,14,5,1,5,3,5,0,3,2,7,6,4,4,0,0,2,0,1,1,2,6,5,4,7,2
122,8,142,4,8,7,2,13,8,2,0,4,2,9,0,3,3,2,1,3,0,4,8,0,0,5,4,0,7,6
137,6,5,4,11,1,8,10,6,0,5,0,4,4,0,1,2,3,3,0,8,0,7,4,5,3,3,6,1,8
136,3,169,8,0,15,9,2,7,7,0,5,3,2,3,0,3,1,0,7,5,6,0,0,2,8,2,4,8,8
149,6,173,3,11,3,7,9,1,0,4,0,3,1,0,1,4,3,3,0,9,2,9,4,2,6,7,0,5,8
75,0,215,7,7,17,8,12,8,7,4,4,5,2,8,0,0,2,5,4,0,0,0,2,8,9,9,6,7,6
89,0,7,6,11,15,6,0,0,4,5,4,2,2,0,2,8,0,2,1,1,1,5,0,6,6,6,4,1,1
108,5,43,7,2,13,5,16,8,1,2,5,2,4,0,9,6,2,9,4,0,3,7,1,4,3,7,3,0,8
133,5,36,2,0,6,4,11,6,2,0,0,5,6,5,1,0,0,3,0,0,5,1,6,8,0,8,4,6,7
169,9,133,1,11,3,7,21,6,4,1,3,4,5,2,4,1,0,0,1,2,0,3,9,1,5,3,4,7,0
85,1,97,1,0,5,0,16,8,0,1,5,2,0,0,1,2,7,3,3,7,2,0,0,6,6,2,8,7,1
182,3,29,8,11,16,4,12,6,8,4,1,3,5,2,2,3,1,6,2,4,5,3,9,8,7,4,6,9,2
158,3,169,8,1,13,0,13,6,6,0,0,0,7,2,3,1,5,0,2,7,1,0,8,9,2,7,2,2,9
5,8,38,5,3,10,0,12,7,3,5,1,0,6,9,7,0,3,0,0,1,0,0,2,4,4,0,4,4,3
49,4,63,1,10,17,7,6,8,3,0,4,4,7,0,1,2,6,1,8,0,1,0,1,0,3,1,7,8,9
185,2,31,0,7,3,1,3,0,1,1,5,3,6,1,0,9,8,9,4,0,8,1,0,6,5,0,5,7,9
89,0,63,9,1,15,5,12,6,8,1,4,0,8,7,6,8,2,0,9,2,0,6,1,6,6,8,9,7,0
49,4,165,4,6,12,1,1,2,1,5,5,0,6,4,8,2,0,9,3,4,8,1,6,7,7,0,2,7,1
58,7,121,0,0,10,6,17,8,3,0,5,5,9,5,1,3,3,4,0,0,9,8,2,2,4,5,8,6,0
134,0,17,8,11,11,4,8,7,5,2,2,3,6,2,1,8,1,0,0,3,3,1,6,6,8,9,0,7,6
9,9,144,7,10,11,2,15,5,3,5,5,0,6,8,9,0,1,1,0,6,0,0,2,6,3,0,4,6,8
26,4,123,8,0,15,9,18,4,6,4,5,3,9,2,3,2,6,0,3,3,6,0,0,3,8,7,0,9,7
32,7,144,7,10,4,1,21,2,3,3,4,0,1,8,9,7,0,0,8,0,1,9,0,0,5,0,8,4,0
